No,프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적
330,P1,DPBOM000000330,가공,F2,D2,,D3,2014-09-04,2014-08-28
331,P1,DPBOM000000331,족장,F3,D3,,D4,2014-09-03,2014-07-03
332,P1,DPBOM000000332,공작,F2,D4,D5,D3,2014-09-07,2014-09-01
333,P1,DPBOM000000333,철의장,F2,D5,D5,D3,2012-11-15,2011-06-29
334,P1,DPBOM000000334,가공,F2,D2,,D3,2014-08-24,2014-08-19
335,P1,DPBOM000000335,가공,F2,D2,,D3,2014-08-26,2014-08-19
336,P1,DPBOM000000336,재마킹,F4,D6,,D3,2014-09-07,2014-08-26
337,P1,DPBOM000000337,가공,F4,D7,,D3,2014-08-26,2014-08-14
338,P1,DPBOM000000338,가공,F2,D2,,D3,2014-08-17,2014-08-12
339,P1,DPBOM000000339,가공,F2,D2,,D3,2014-08-17,2014-08-12
340,P1,DPBOM000000340,가공,F2,D2,D5,D3,2014-09-04,2014-08-28
341,P1,DPBOM000000341,족장,F3,D3,,D4,2014-09-09,2014-07-03
342,P1,DPBOM000000342,공작,F2,D4,D5,D3,2014-09-11,2014-09-03
343,P1,DPBOM000000343,철의장,F2,D5,D5,D3,2012-11-20,2011-06-29
344,P1,DPBOM000000344,가공,F2,D2,D5,D3,2014-08-24,2014-08-14
345,P1,DPBOM000000345,가공,F2,D2,D5,D3,2014-08-24,2014-08-19
346,P1,DPBOM000000346,재마킹,F4,D6,,D3,2014-09-03,2014-08-19
347,P1,DPBOM000000347,가공,F4,D7,,D3,2014-08-24,2014-08-10
348,P1,DPBOM000000348,가공,F2,D2,D5,D3,2014-08-21,2014-08-18
349,P1,DPBOM000000349,가공,F2,D2,D5,D3,2014-09-30,2014-09-21
350,P1,DPBOM000000350,족장,F3,D3,,D4,2014-10-05,2014-07-03
351,P1,DPBOM000000351,공작,F2,D4,D5,D3,2014-10-12,2014-10-05
352,P1,DPBOM000000352,철의장,F2,D5,D5,D3,2013-02-03,2011-06-29
353,P1,DPBOM000000353,가공,F2,D2,D5,D3,2014-09-21,2014-09-14
354,P1,DPBOM000000354,가공,F2,D2,D5,D3,2014-10-01,2014-09-22
355,P1,DPBOM000000355,공작,F2,D4,D5,D3,2014-10-27,2014-10-05
356,P1,DPBOM000000356,철의장,F2,D5,D5,D3,2013-02-18,2011-10-16
357,P1,DPBOM000000357,가공,F2,D2,,D3,2014-09-24,2014-08-17
358,P1,DPBOM000000358,족장,F3,D3,,D4,2014-09-10,2014-06-26
359,P1,DPBOM000000359,재마킹,F4,D6,,D3,2014-08-21,2014-08-04
360,P1,DPBOM000000360,가공,F4,D7,,D3,2014-09-24,2014-09-23
361,P1,DPBOM000000361,의장,F1,D8,,D1,2014-09-02,2014-05-28
362,P1,DPBOM000000362,공작,F2,D4,,D3,2014-09-03,2014-08-17
363,P1,DPBOM000000363,철의장,F2,D5,,D3,2012-11-26,2011-07-07
364,P1,DPBOM000000364,가공,F2,D2,,D3,2014-08-31,2014-08-13
365,P1,DPBOM000000365,가공,F2,D2,,D3,2014-09-04,2014-08-17
366,P1,DPBOM000000366,재마킹,F4,D6,,D3,2014-09-10,2014-08-26
367,P1,DPBOM000000367,가공,F4,D7,,D3,2014-08-31,2014-08-20
368,P1,DPBOM000000368,재마킹,F4,D6,,D3,2014-08-21,2014-08-04
369,P1,DPBOM000000369,가공,F4,D7,,D3,2014-08-11,2014-07-30
370,P1,DPBOM000000370,가공,F2,D2,,D3,2014-07-03,2014-06-17
371,P1,DPBOM000000371,족장,F3,D3,,D4,2014-07-01,2014-06-26
372,P1,DPBOM000000372,의장,F1,D8,,D1,2014-06-24,2014-05-28
373,P1,DPBOM000000373,공작,F2,D4,,D3,2014-07-01,2014-06-17
374,P1,DPBOM000000374,철의장,F2,D5,,D3,2012-12-04,2011-07-07
375,P1,DPBOM000000375,가공,F2,D2,,D3,2014-06-03,2014-05-29
376,P1,DPBOM000000376,재마킹,F4,D6,,D3,2014-06-19,2014-06-02
377,P1,DPBOM000000377,가공,F4,D7,,D3,2014-06-03,2014-05-21
378,P1,DPBOM000000378,가공,F2,D2,,D3,2014-07-07,2014-06-05
379,P1,DPBOM000000379,족장,F3,D3,,D4,2014-07-01,2014-06-26
380,P1,DPBOM000000380,의장,F1,D8,,D1,2014-06-24,2014-05-28
381,P1,DPBOM000000381,공작,F2,D4,,D3,2014-07-01,2014-06-05
382,P1,DPBOM000000382,철의장,F2,D5,,D3,2013-02-11,2011-10-10
383,P1,DPBOM000000383,가공,F2,D2,,D3,2014-06-19,2014-06-05
384,P1,DPBOM000000384,가공,F2,D2,,D3,2014-06-22,2014-06-05
385,P1,DPBOM000000385,재마킹,F4,D6,,D3,2014-07-02,2014-06-17
386,P1,DPBOM000000386,가공,F4,D7,,D3,2014-06-19,2014-06-03
387,P1,DPBOM000000387,재마킹,F4,D6,,D3,2014-07-02,2014-06-17
388,P1,DPBOM000000388,가공,F4,D7,,D3,2014-06-19,2014-06-03
389,P1,DPBOM000000389,재마킹,F4,D6,,D3,2014-06-19,2014-06-02
390,P1,DPBOM000000390,가공,F4,D7,,D3,2014-06-03,2014-06-01
391,P1,DPBOM000000391,가공,F2,D2,,D3,2014-09-28,2014-09-04
392,P1,DPBOM000000392,족장,F3,D3,,D4,2014-10-01,2014-06-26
393,P1,DPBOM000000393,의장,F1,D8,,D1,2014-09-22,2014-05-28
394,P1,DPBOM000000394,공작,F2,D4,,D3,2014-10-07,2014-10-01
395,P1,DPBOM000000395,철의장,F2,D5,,D3,2012-12-16,2011-07-07
396,P1,DPBOM000000396,가공,F2,D2,,D3,2014-09-16,2014-09-09
397,P1,DPBOM000000397,재마킹,F4,D6,,D3,2014-09-28,2014-09-16
398,P1,DPBOM000000398,가공,F4,D7,,D3,2014-09-16,2014-09-03
399,P1,DPBOM000000399,가공,F2,D2,,D3,2014-07-13,2014-07-07
400,P1,DPBOM000000400,족장,F3,D3,,D4,2014-07-14,2014-06-26
401,P1,DPBOM000000401,의장,F1,D8,,D1,2014-07-08,2014-05-28
402,P1,DPBOM000000402,공작,F2,D4,,D3,2014-07-14,2014-07-07
403,P1,DPBOM000000403,철의장,F2,D5,,D3,2012-12-16,2011-07-07
404,P1,DPBOM000000404,가공,F2,D2,,D3,2014-06-23,2014-06-20
405,P1,DPBOM000000405,가공,F2,D2,,D3,2014-06-22,2014-06-20
406,P1,DPBOM000000406,재마킹,F4,D6,,D3,2014-07-03,2014-06-17
407,P1,DPBOM000000407,가공,F4,D7,,D3,2014-06-22,2014-06-05
408,P1,DPBOM000000408,가공,F2,D2,,D3,2014-06-23,2014-06-20
409,P1,DPBOM000000409,재마킹,F4,D6,,D3,2014-07-03,2014-06-17
410,P1,DPBOM000000410,가공,F4,D7,,D3,2014-06-22,2014-06-05
411,P1,DPBOM000000411,재마킹,F4,D6,,D3,2014-07-03,2014-06-17
412,P1,DPBOM000000412,가공,F4,D7,,D3,2014-06-22,2014-06-05
413,P1,DPBOM000000413,가공,F2,D2,,D3,2014-09-14,2014-08-20
414,P1,DPBOM000000414,족장,F3,D3,,D4,2014-09-09,2014-06-26
415,P1,DPBOM000000415,의장,F1,D8,,D1,2014-09-04,2014-05-28
416,P1,DPBOM000000416,공작,F2,D4,,D3,2014-09-15,2014-08-20
417,P1,DPBOM000000417,철의장,F2,D5,,D3,2013-01-03,2011-07-07
418,P1,DPBOM000000418,가공,F2,D2,,D3,2014-09-02,2014-08-18
419,P1,DPBOM000000419,가공,F2,D2,,D3,2014-09-02,2014-08-18
420,P1,DPBOM000000420,재마킹,F4,D6,,D3,2014-09-10,2014-09-09
421,P1,DPBOM000000421,가공,F4,D7,,D3,2014-08-31,2014-08-20
422,P1,DPBOM000000422,가공,F2,D2,,D3,2014-09-02,2014-08-18
423,P1,DPBOM000000423,재마킹,F4,D6,,D3,2014-09-10,2014-09-09
424,P1,DPBOM000000424,가공,F4,D7,,D3,2014-08-31,2014-08-20
425,P1,DPBOM000000425,가공,F2,D2,,D3,2014-09-02,2014-08-18
426,P1,DPBOM000000426,재마킹,F4,D6,,D3,2014-09-10,2014-09-09
427,P1,DPBOM000000427,가공,F4,D7,,D3,2014-08-31,2014-08-20
428,P1,DPBOM000000428,재마킹,F4,D6,,D3,2014-09-10,2014-08-26
429,P1,DPBOM000000429,가공,F4,D7,,D3,2014-08-31,2014-08-20
430,P1,DPBOM000000430,가공,F4,D7,,D3,2014-08-25,2014-08-24
431,P1,DPBOM000000431,가공,F2,D2,,D3,2014-08-24,2014-08-17
432,P1,DPBOM000000432,공작,F2,D4,,D3,2014-09-14,2014-08-17
433,P1,DPBOM000000433,철의장,F2,D5,,D3,2013-03-31,2011-10-11
434,P1,DPBOM000000434,가공,F2,D2,,D3,2014-10-05,2014-09-17
435,P1,DPBOM000000435,공작,F2,D4,,D3,2014-10-29,2014-09-17
436,P1,DPBOM000000436,철의장,F2,D5,,D3,2013-04-02,2011-12-01
437,P1,DPBOM000000437,가공,F2,D2,D5,D3,2014-06-02,2014-05-25
438,P1,DPBOM000000438,족장,F3,D3,,D4,2014-06-30,2014-06-26
439,P1,DPBOM000000439,재마킹,F4,D6,,D3,2014-06-03,2014-05-20
440,P1,DPBOM000000440,가공,F4,D7,,D3,2014-06-02,2014-05-21
441,P1,DPBOM000000441,의장,F1,D8,,D1,2014-06-12,2014-05-28
442,P1,DPBOM000000442,공작,F2,D4,D5,D3,2014-06-18,2014-06-02
443,P1,DPBOM000000443,철의장,F2,D5,D5,D3,2012-11-29,2011-07-13
444,P1,DPBOM000000444,가공,F2,D2,D5,D3,2014-05-22,2014-05-14
445,P1,DPBOM000000445,가공,F2,D2,D5,D3,2014-05-22,2014-05-14
446,P1,DPBOM000000446,가공,F2,D2,D5,D3,2014-05-25,2014-05-15
447,P1,DPBOM000000447,가공,F2,D2,D5,D3,2014-07-23,2014-07-14
448,P1,DPBOM000000448,족장,F3,D3,,D4,2014-08-13,2014-06-26
449,P1,DPBOM000000449,재마킹,F4,D6,,D3,2014-08-04,2014-07-22
450,P1,DPBOM000000450,가공,F4,D7,,D3,2014-07-23,2014-07-11
451,P1,DPBOM000000451,의장,F1,D8,,D1,2014-09-22,2014-05-28
452,P1,DPBOM000000452,공작,F2,D4,D5,D3,2014-08-13,2014-08-10
453,P1,DPBOM000000453,철의장,F2,D5,D5,D3,2012-10-18,2011-07-19
454,P1,DPBOM000000454,가공,F2,D2,D5,D3,2014-07-27,2014-07-22
455,P1,DPBOM000000455,가공,F2,D2,D5,D3,2014-06-17,2014-06-03
456,P1,DPBOM000000456,족장,F3,D3,,D4,2014-06-30,2014-06-26
457,P1,DPBOM000000457,재마킹,F4,D6,,D3,2014-06-16,2014-06-02
458,P1,DPBOM000000458,가공,F4,D7,,D3,2014-06-17,2014-06-15
459,P1,DPBOM000000459,의장,F1,D8,,D1,2014-06-19,2014-05-28
460,P1,DPBOM000000460,공작,F2,D4,D5,D3,2014-06-25,2014-06-02
461,P1,DPBOM000000461,철의장,F2,D5,D5,D3,2012-10-18,2011-07-21
462,P1,DPBOM000000462,가공,F2,D2,D5,D3,2014-05-29,2014-05-25
463,P1,DPBOM000000463,의장,F1,D8,,D1,2014-07-24,2014-05-28
464,P1,DPBOM000000464,철의장,F2,D5,D5,D3,2013-03-24,2012-12-12
465,P1,DPBOM000000465,의장,F1,D8,,D1,2014-07-28,2014-05-28
466,P1,DPBOM000000466,철의장,F2,D5,D5,D3,2012-12-16,2011-09-06
467,P1,DPBOM000000467,의장,F1,D8,,D1,2014-08-04,2014-05-28
468,P1,DPBOM000000468,철의장,F2,D5,D5,D3,2012-12-16,2011-09-06
469,P1,DPBOM000000469,의장,F1,D8,,D1,2014-08-24,2014-05-28
470,P1,DPBOM000000470,철의장,F2,D5,,D3,2013-01-23,2011-10-07
471,P1,DPBOM000000471,의장,F1,D8,,D1,2014-09-03,2014-05-28
472,P1,DPBOM000000472,철의장,F2,D5,,D3,2013-01-28,2011-10-07
473,P1,DPBOM000000473,의장,F1,D8,,D1,2014-08-31,2014-05-28
474,P1,DPBOM000000474,철의장,F2,D5,,D3,2013-02-03,2011-10-07
475,P1,DPBOM000000475,의장,F1,D8,,D1,2014-05-26,2014-05-28
476,P1,DPBOM000000476,철의장,F2,D5,,D3,2012-11-15,2011-07-28
477,P1,DPBOM000000477,의장,F1,D8,,D1,2014-06-18,2014-05-28
478,P1,DPBOM000000478,철의장,F2,D5,,D3,2013-02-14,2011-09-11
479,P1,DPBOM000000479,가공,F2,D2,,D3,2014-06-30,2014-06-20
480,P1,DPBOM000000480,족장,F3,D3,,D4,2014-07-02,2014-06-26
481,P1,DPBOM000000481,재마킹,F4,D6,,D3,2014-06-22,2014-06-02
482,P1,DPBOM000000482,가공,F4,D7,,D3,2014-06-30,2014-06-22
483,P1,DPBOM000000483,의장,F1,D8,,D1,2014-06-25,2014-05-28
484,P1,DPBOM000000484,공작,F2,D4,,D3,2014-07-02,2014-06-24
485,P1,DPBOM000000485,철의장,F2,D5,,D3,2013-01-08,2012-01-04
486,P1,DPBOM000000486,가공,F2,D2,,D3,2014-06-04,2014-06-03
487,P1,DPBOM000000487,가공,F2,D2,,D3,2014-06-04,2014-06-03
488,P1,DPBOM000000488,가공,F2,D2,,D3,2014-06-16,2014-06-01
489,P1,DPBOM000000489,족장,F3,D3,,D4,2014-06-30,2014-06-26
490,P1,DPBOM000000490,재마킹,F4,D6,,D3,2014-06-16,2014-06-02
491,P1,DPBOM000000491,가공,F4,D7,,D3,2014-06-16,2014-06-02
492,P1,DPBOM000000492,의장,F1,D8,,D1,2014-06-19,2014-05-28
493,P1,DPBOM000000493,공작,F2,D4,,D3,2014-06-25,2014-06-18
494,P1,DPBOM000000494,철의장,F2,D5,,D3,2013-01-13,2011-09-11
495,P1,DPBOM000000495,가공,F2,D2,,D3,2014-05-29,2014-05-21
496,P1,DPBOM000000496,의장,F1,D8,,D1,2014-08-20,2014-05-28
497,P1,DPBOM000000497,철의장,F2,D5,,D3,2013-01-23,2011-10-07
498,P1,DPBOM000000498,의장,F1,D8,,D1,2014-08-06,2014-05-28
499,P1,DPBOM000000499,철의장,F2,D5,D5,D3,2013-01-13,2012-06-06
500,P1,DPBOM000000500,의장,F1,D8,,D1,2014-08-11,2014-05-28
501,P1,DPBOM000000501,철의장,F2,D5,D5,D3,2012-11-06,2012-12-31
502,P1,DPBOM000000502,의장,F1,D8,,D1,2014-08-13,2014-05-28
503,P1,DPBOM000000503,철의장,F2,D5,D5,D3,2012-11-06,2012-12-31
504,P1,DPBOM000000504,의장,F1,D8,,D1,2014-08-31,2014-05-28
505,P1,DPBOM000000505,철의장,F2,D5,,D3,2013-03-03,2011-11-16
506,P1,DPBOM000000506,의장,F1,D8,,D1,2014-09-10,2014-05-28
507,P1,DPBOM000000507,철의장,F2,D5,,D3,2013-02-06,2013-02-06
508,P1,DPBOM000000508,의장,F1,D8,,D1,2014-09-10,2014-05-28
509,P1,DPBOM000000509,철의장,F2,D5,,D3,2013-03-06,2011-12-18
510,P1,DPBOM000000510,의장,F1,D8,,D1,2014-06-22,2014-05-28
511,P1,DPBOM000000511,철의장,F2,D5,,D3,2013-04-15,2012-12-27
512,P1,DPBOM000000512,의장,F1,D8,,D1,2014-09-07,2014-05-28
513,P1,DPBOM000000513,철의장,F2,D5,,D3,2013-03-06,2011-11-22
514,P1,DPBOM000000514,의장,F1,D8,,D1,2014-08-31,2014-05-28
515,P1,DPBOM000000515,철의장,F2,D5,,D3,2013-03-06,2011-11-10
516,P1,DPBOM000000516,가공,F2,D2,D5,D3,2014-09-24,2014-09-21
517,P1,DPBOM000000517,족장,F3,D3,,D4,2014-10-09,2014-06-26
518,P1,DPBOM000000518,공작,F2,D4,D5,D3,2014-10-12,2014-10-02
519,P1,DPBOM000000519,철의장,F2,D5,D5,D3,2013-01-21,2011-10-05
520,P1,DPBOM000000520,가공,F2,D2,D5,D3,2014-09-21,2014-09-16
521,P1,DPBOM000000521,가공,F2,D2,D5,D3,2014-09-16,2014-09-14
522,P1,DPBOM000000522,족장,F3,D3,,D4,2014-10-12,2014-06-26
523,P1,DPBOM000000523,공작,F2,D4,D5,D3,2014-10-07,2014-10-02
524,P1,DPBOM000000524,철의장,F2,D5,D5,D3,2013-01-23,2011-10-11
525,P1,DPBOM000000525,가공,F2,D2,D5,D3,2014-07-02,2014-06-26
526,P1,DPBOM000000526,족장,F3,D3,,D4,2014-07-24,2014-06-26
527,P1,DPBOM000000527,공작,F2,D4,D5,D3,2014-07-24,2014-07-21
528,P1,DPBOM000000528,철의장,F2,D5,D5,D3,2013-01-23,2011-10-11
529,P1,DPBOM000000529,가공,F2,D2,D5,D3,2014-06-30,2014-06-24
530,P1,DPBOM000000530,족장,F3,D3,,D4,2014-07-07,2014-06-26
531,P1,DPBOM000000531,공작,F2,D4,D5,D3,2014-07-07,2014-07-02
532,P1,DPBOM000000532,철의장,F2,D5,D5,D3,2013-02-14,2011-10-11
533,P1,DPBOM000000533,가공,F2,D2,D5,D3,2014-06-15,2014-06-04
534,P1,DPBOM000000534,가공,F2,D2,D5,D3,2014-06-23,2014-06-18
535,P1,DPBOM000000535,족장,F3,D3,,D4,2014-07-16,2014-06-26
536,P1,DPBOM000000536,공작,F2,D4,D5,D3,2014-07-16,2014-07-10
537,P1,DPBOM000000537,철의장,F2,D5,D5,D3,2013-02-11,2011-11-06
538,P1,DPBOM000000538,가공,F2,D2,D5,D3,2014-06-23,2014-06-18
539,P1,DPBOM000000539,족장,F3,D3,,D4,2014-06-30,2014-06-26
540,P1,DPBOM000000540,공작,F2,D4,D5,D3,2014-06-26,2014-06-23
541,P1,DPBOM000000541,철의장,F2,D5,D5,D3,2013-02-03,2011-10-11
542,P1,DPBOM000000542,가공,F2,D2,D5,D3,2014-06-01,2014-05-27
543,P1,DPBOM000000543,가공,F2,D2,,D3,2014-09-21,2014-09-16
544,P1,DPBOM000000544,족장,F3,D3,,D4,2014-10-02,2014-06-26
545,P1,DPBOM000000545,공작,F2,D4,,D3,2014-10-12,2014-09-16
546,P1,DPBOM000000546,철의장,F2,D5,,D3,2013-03-31,2011-12-14
547,P1,DPBOM000000547,가공,F2,D2,,D3,2014-09-21,2014-09-16
548,P1,DPBOM000000548,족장,F3,D3,,D4,2014-10-07,2014-06-26
549,P1,DPBOM000000549,공작,F2,D4,,D3,2014-10-12,2014-09-16
550,P1,DPBOM000000550,철의장,F2,D5,,D3,2013-03-21,2011-12-14
551,P1,DPBOM000000551,가공,F2,D2,,D3,2014-09-18,2014-09-16
552,P1,DPBOM000000552,가공,F2,D2,,D3,2014-07-17,2014-07-07
553,P1,DPBOM000000553,족장,F3,D3,,D4,2014-08-07,2014-06-26
554,P1,DPBOM000000554,공작,F2,D4,,D3,2014-08-07,2014-07-29
555,P1,DPBOM000000555,철의장,F2,D5,,D3,2013-03-21,2011-12-14
556,P1,DPBOM000000556,가공,F2,D2,,D3,2014-07-17,2014-07-07
557,P1,DPBOM000000557,족장,F3,D3,,D4,2014-07-21,2014-06-26
558,P1,DPBOM000000558,공작,F2,D4,,D3,2014-07-21,2014-07-18
559,P1,DPBOM000000559,철의장,F2,D5,,D3,2013-03-11,2011-12-04
560,P1,DPBOM000000560,가공,F2,D2,,D3,2014-06-26,2014-06-17
561,P1,DPBOM000000561,가공,F2,D2,,D3,2014-07-13,2014-07-06
562,P1,DPBOM000000562,족장,F3,D3,,D4,2014-08-04,2014-06-26
563,P1,DPBOM000000563,공작,F2,D4,,D3,2014-08-04,2014-07-20
564,P1,DPBOM000000564,철의장,F2,D5,,D3,2013-03-21,2011-12-14
565,P1,DPBOM000000565,가공,F2,D2,,D3,2014-07-13,2014-07-07
566,P1,DPBOM000000566,족장,F3,D3,,D4,2014-07-16,2014-06-26
567,P1,DPBOM000000567,공작,F2,D4,,D3,2014-07-16,2014-07-07
568,P1,DPBOM000000568,철의장,F2,D5,,D3,2013-03-13,2011-12-04
569,P1,DPBOM000000569,가공,F2,D2,,D3,2014-06-23,2014-06-09
570,P1,DPBOM000000570,가공,F2,D2,,D3,2014-10-14,2014-09-30
571,P1,DPBOM000000571,족장,F3,D3,,D4,2014-10-28,2014-06-26
572,P1,DPBOM000000572,공작,F2,D4,,D3,2014-11-04,2014-10-27
573,P1,DPBOM000000573,철의장,F2,D5,,D3,2013-03-31,2011-12-18
574,P1,DPBOM000000574,철의장,F2,D5,,D3,2013-03-18,2011-12-04
575,P1,DPBOM000000575,가공,F6,D2,,D3,2014-08-11,2014-08-05
576,P1,DPBOM000000576,공작,F6,D4,,D3,2014-09-01,2014-08-05
577,P1,DPBOM000000577,철의장,F7,D5,,D3,2014-07-16,2014-07-06
578,P1,DPBOM000000578,철의장,F6,D5,,D3,2013-02-18,2011-11-22
579,P1,DPBOM000000579,철의장,F7,D5,,D3,2014-08-07,2014-07-06
580,P1,DPBOM000000580,철의장,F7,D5,,D3,2014-08-12,2014-07-06
581,P1,DPBOM000000581,철의장,F7,D5,,D3,2014-08-14,2014-07-06
582,P1,DPBOM000000582,가공,F6,D2,,D3,2014-08-14,2014-08-05
583,P1,DPBOM000000583,공작,F6,D4,,D3,2014-09-04,2014-08-05
584,P1,DPBOM000000584,철의장,F7,D5,,D3,2014-07-21,2014-07-06
585,P1,DPBOM000000585,철의장,F6,D5,,D3,2013-02-20,2011-11-22
586,P1,DPBOM000000586,철의장,F7,D5,,D3,2014-08-19,2014-07-06
587,P1,DPBOM000000587,가공,F6,D2,,D3,2014-08-19,2014-08-12
588,P1,DPBOM000000588,공작,F6,D4,,D3,2014-09-09,2014-08-12
589,P1,DPBOM000000589,철의장,F7,D5,,D3,2014-07-24,2014-07-06
590,P1,DPBOM000000590,철의장,F6,D5,,D3,2013-02-25,2011-11-22
591,P1,DPBOM000000591,가공,F6,D2,,D3,2014-08-24,2014-08-18
592,P1,DPBOM000000592,공작,F6,D4,,D3,2014-09-14,2014-08-18
593,P1,DPBOM000000593,철의장,F7,D5,,D3,2014-07-29,2014-07-06
594,P1,DPBOM000000594,철의장,F6,D5,,D3,2013-02-28,2011-12-06
595,P1,DPBOM000000595,가공,F6,D2,,D3,2014-08-31,2014-08-18
596,P1,DPBOM000000596,공작,F6,D4,,D3,2014-09-21,2014-08-18
597,P1,DPBOM000000597,철의장,F7,D5,,D3,2014-08-05,2014-07-06
598,P1,DPBOM000000598,철의장,F6,D5,,D3,2013-03-05,2011-12-06
599,P1,DPBOM000000599,가공,F6,D2,,D3,2014-08-25,2014-08-18
600,P1,DPBOM000000600,공작,F6,D4,,D3,2014-09-15,2014-08-18
601,P1,DPBOM000000601,철의장,F7,D5,,D3,2014-07-30,2014-07-06
602,P1,DPBOM000000602,철의장,F6,D5,,D3,2013-03-05,2012-09-24
603,P1,DPBOM000000603,철의장,F7,D5,,D3,2014-08-10,2014-07-06
604,P1,DPBOM000000604,가공,F2,D2,D5,D3,2014-06-02,2014-05-29
605,P1,DPBOM000000605,족장,F3,D3,,D4,2014-06-30,2014-06-26
606,P1,DPBOM000000606,재마킹,F4,D6,,D3,2014-06-02,2014-05-20
607,P1,DPBOM000000607,가공,F4,D7,,D3,2014-06-02,2014-06-01
608,P1,DPBOM000000608,의장,F1,D8,,D1,2014-06-05,2014-05-28
609,P1,DPBOM000000609,공작,F2,D4,D5,D3,2014-06-17,2014-06-03
610,P1,DPBOM000000610,철의장,F2,D5,D5,D3,2013-01-28,2011-07-13
611,P1,DPBOM000000611,가공,F2,D2,D5,D3,2014-05-21,2014-05-18
612,P1,DPBOM000000612,가공,F2,D2,D5,D3,2014-05-25,2014-05-18
613,P1,DPBOM000000613,가공,F2,D2,D5,D3,2014-09-18,2014-09-10
614,P1,DPBOM000000614,족장,F3,D3,,D4,2014-09-29,2014-06-26
615,P1,DPBOM000000615,재마킹,F4,D6,,D3,2014-09-18,2014-09-03
616,P1,DPBOM000000616,가공,F4,D7,,D3,2014-09-18,2014-09-17
617,P1,DPBOM000000617,의장,F1,D8,,D1,2014-09-18,2014-05-28
618,P1,DPBOM000000618,공작,F2,D4,D5,D3,2014-09-24,2014-06-03
619,P1,DPBOM000000619,철의장,F2,D5,D5,D3,2013-01-23,2011-10-05
620,P1,DPBOM000000620,가공,F2,D2,D5,D3,2014-09-08,2014-09-01
621,P1,DPBOM000000621,가공,F2,D2,D5,D3,2014-06-25,2014-06-16
622,P1,DPBOM000000622,족장,F3,D3,,D4,2014-06-30,2014-06-26
623,P1,DPBOM000000623,재마킹,F4,D6,,D3,2014-06-12,2014-05-28
624,P1,DPBOM000000624,가공,F4,D7,,D3,2014-06-25,2014-06-19
625,P1,DPBOM000000625,의장,F1,D8,,D1,2014-06-17,2014-05-28
626,P1,DPBOM000000626,공작,F2,D4,D5,D3,2014-06-23,2014-06-16
627,P1,DPBOM000000627,철의장,F2,D5,D5,D3,2013-01-08,2011-09-25
628,P1,DPBOM000000628,가공,F2,D2,D5,D3,2014-05-27,2014-05-22
629,P1,DPBOM000000629,가공,F2,D2,D5,D3,2014-06-18,2014-06-16
630,P1,DPBOM000000630,족장,F3,D3,,D4,2014-06-30,2014-06-26
631,P1,DPBOM000000631,가공,F4,D7,,D3,2014-06-18,2014-06-16
632,P1,DPBOM000000632,의장,F1,D8,,D1,2014-06-16,2014-05-28
633,P1,DPBOM000000633,공작,F2,D4,D5,D3,2014-06-22,2014-06-16
634,P1,DPBOM000000634,철의장,F2,D5,D5,D3,2013-01-16,2011-09-26
635,P1,DPBOM000000635,가공,F2,D2,D5,D3,2014-05-26,2014-05-25
636,P1,DPBOM000000636,가공,F2,D2,D5,D3,2014-05-28,2014-05-25
637,P1,DPBOM000000637,가공,F4,D7,,D3,2014-05-28,2014-05-27
638,P1,DPBOM000000638,가공,F2,D2,D5,D3,2014-05-28,2014-05-27
639,P1,DPBOM000000639,가공,F2,D2,D5,D3,2014-05-28,2014-05-27
640,P1,DPBOM000000640,가공,F2,D2,D5,D3,2014-06-22,2014-06-12
641,P1,DPBOM000000641,족장,F3,D3,,D4,2014-06-30,2014-06-26
642,P1,DPBOM000000642,가공,F4,D7,,D3,2014-06-22,2014-06-16
643,P1,DPBOM000000643,의장,F1,D8,,D1,2014-06-17,2014-05-28
644,P1,DPBOM000000644,공작,F2,D4,D5,D3,2014-06-23,2014-06-16
645,P1,DPBOM000000645,철의장,F2,D5,D5,D3,2012-12-27,2011-09-15
646,P1,DPBOM000000646,가공,F2,D2,D5,D3,2014-05-27,2014-05-18
647,P1,DPBOM000000647,가공,F2,D2,D5,D3,2014-05-29,2014-05-18
648,P1,DPBOM000000648,가공,F4,D7,,D3,2014-05-29,2014-05-19
649,P1,DPBOM000000649,가공,F2,D2,D5,D3,2014-05-28,2014-05-27
650,P1,DPBOM000000650,가공,F2,D2,D5,D3,2014-06-23,2014-06-16
651,P1,DPBOM000000651,족장,F3,D3,,D4,2014-06-30,2014-06-26
652,P1,DPBOM000000652,가공,F4,D7,,D3,2014-06-23,2014-06-16
653,P1,DPBOM000000653,의장,F1,D8,,D1,2014-06-19,2014-05-28
654,P1,DPBOM000000654,공작,F2,D4,D5,D3,2014-06-25,2014-06-16
655,P1,DPBOM000000655,철의장,F2,D5,D5,D3,2012-12-24,2011-09-15
656,P1,DPBOM000000656,가공,F2,D2,D5,D3,2014-05-29,2014-05-26
657,P1,DPBOM000000657,가공,F2,D2,D5,D3,2014-06-01,2014-05-26
658,P1,DPBOM000000658,가공,F4,D7,,D3,2014-06-01,2014-05-29
659,P1,DPBOM000000659,가공,F2,D2,D5,D3,2014-06-02,2014-05-27
660,P1,DPBOM000000660,가공,F2,D2,D5,D3,2014-05-28,2014-05-27
661,P1,DPBOM000000661,가공,F2,D2,D5,D3,2014-05-28,2014-05-27
